shoulders,dumbbell-press,0,0,-64,432,-360
shoulders,dumbbell-press,0,0,-227,416,-383
shoulders,dumbbell-press,0,0,-354,401,-392
shoulders,dumbbell-press,0,0,-412,303,-340
shoulders,dumbbell-press,0,0,-460,281,-387
shoulders,dumbbell-press,0,0,-485,266,-485
shoulders,dumbbell-press,0,0,-537,180,-301
shoulders,dumbbell-press,0,0,-619,161,-443
shoulders,dumbbell-press,0,0,-619,153,-412
shoulders,dumbbell-press,0,0,-642,204,-433
shoulders,dumbbell-press,0,0,-686,121,-338
shoulders,dumbbell-press,0,0,-764,-9,-188
shoulders,dumbbell-press,0,0,-778,20,-279
shoulders,dumbbell-press,0,0,-811,34,-344
shoulders,dumbbell-press,0,0,-835,-8,-220
shoulders,dumbbell-press,0,0,-846,-41,-140
shoulders,dumbbell-press,0,0,-843,39,-52
shoulders,dumbbell-press,0,0,-851,43,-126
shoulders,dumbbell-press,0,0,-866,-1,-169
shoulders,dumbbell-press,0,0,-877,-6,-111
shoulders,dumbbell-press,0,0,-875,-5,-42
shoulders,dumbbell-press,0,0,-877,-8,-81
shoulders,dumbbell-press,0,0,-889,10,-115
shoulders,dumbbell-press,0,0,-900,28,-74
shoulders,dumbbell-press,0,0,-912,20,-52
shoulders,dumbbell-press,0,0,-932,-8,-80
shoulders,dumbbell-press,0,0,-944,-16,-92
shoulders,dumbbell-press,0,0,-962,-49,-117
shoulders,dumbbell-press,0,0,-991,-114,-153
shoulders,dumbbell-press,0,0,-1003,-139,-131
shoulders,dumbbell-press,0,0,-1024,-170,-115
shoulders,dumbbell-press,0,0,-1051,-211,-132
shoulders,dumbbell-press,0,0,-1059,-245,-132
shoulders,dumbbell-press,0,0,-1064,-310,-91
shoulders,dumbbell-press,0,0,-1064,-328,-106
shoulders,dumbbell-press,0,0,-1064,-307,-133
shoulders,dumbbell-press,0,0,-1059,-296,-40
shoulders,dumbbell-press,0,0,-1044,-294,23
shoulders,dumbbell-press,0,0,-1028,-286,-18
shoulders,dumbbell-press,0,0,-1014,-285,0
shoulders,dumbbell-press,0,0,-1003,-297,2
shoulders,dumbbell-press,0,0,-980,-273,14
shoulders,dumbbell-press,0,0,-959,-280,43
shoulders,dumbbell-press,0,0,-948,-276,45
shoulders,dumbbell-press,0,0,-926,-253,-8
shoulders,dumbbell-press,0,0,-913,-232,46
shoulders,dumbbell-press,0,0,-918,-234,29
shoulders,dumbbell-press,0,0,-897,-256,1
shoulders,dumbbell-press,0,0,-914,-256,14
shoulders,dumbbell-press,0,0,-952,-256,-24
shoulders,dumbbell-press,0,0,-952,-272,-32
shoulders,dumbbell-press,0,0,-944,-272,-8
shoulders,dumbbell-press,0,0,-944,-256,31
shoulders,dumbbell-press,0,0,-906,-279,-29
shoulders,dumbbell-press,0,0,-919,-265,-77
shoulders,dumbbell-press,0,0,-920,-257,8
shoulders,dumbbell-press,0,0,-920,-249,-13
shoulders,dumbbell-press,0,0,-927,-255,-16
shoulders,dumbbell-press,0,0,-942,-236,-30
shoulders,dumbbell-press,0,0,-937,-205,-59
shoulders,dumbbell-press,0,0,-962,-200,-38
shoulders,dumbbell-press,0,0,-981,-181,-51
shoulders,dumbbell-press,0,0,-978,-207,-44
shoulders,dumbbell-press,0,0,-994,-228,-22
shoulders,dumbbell-press,0,0,-1012,-238,-28
shoulders,dumbbell-press,0,0,-1033,-251,8
shoulders,dumbbell-press,0,0,-1034,-301,-54
shoulders,dumbbell-press,0,0,-1037,-331,-115
shoulders,dumbbell-press,0,0,-1035,-368,-91
shoulders,dumbbell-press,0,0,-1037,-384,-87
shoulders,dumbbell-press,0,0,-1035,-399,-101
shoulders,dumbbell-press,0,0,-1018,-394,-71
shoulders,dumbbell-press,0,0,-999,-398,-20
shoulders,dumbbell-press,0,0,-996,-395,-9
shoulders,dumbbell-press,0,0,-991,-362,-29
shoulders,dumbbell-press,0,0,-972,-348,-19
shoulders,dumbbell-press,0,0,-964,-340,0
shoulders,dumbbell-press,0,0,-953,-332,-4
shoulders,dumbbell-press,0,0,-947,-329,-15
shoulders,dumbbell-press,0,0,-953,-316,-6
shoulders,dumbbell-press,0,0,-944,-332,13
shoulders,dumbbell-press,0,0,-947,-347,2
shoulders,dumbbell-press,0,0,-952,-328,-5
shoulders,dumbbell-press,0,0,-964,-348,-12
shoulders,dumbbell-press,0,0,-987,-379,-24
shoulders,dumbbell-press,0,0,-1005,-368,-18
shoulders,dumbbell-press,0,0,-1030,-383,-25
shoulders,dumbbell-press,0,0,-1026,-430,13
shoulders,dumbbell-press,0,0,-1034,-462,7
shoulders,dumbbell-press,0,0,-1050,-458,-36
shoulders,dumbbell-press,0,0,-1076,-457,-26
shoulders,dumbbell-press,0,0,-1067,-429,-25
shoulders,dumbbell-press,0,0,-1081,-412,-12
shoulders,dumbbell-press,0,0,-1085,-392,-49
shoulders,dumbbell-press,0,0,-1072,-392,25
shoulders,dumbbell-press,0,0,-1069,-397,27
shoulders,dumbbell-press,0,0,-1046,-429,-5
shoulders,dumbbell-press,0,0,-1031,-395,12
shoulders,dumbbell-press,0,0,-1015,-345,-21
shoulders,dumbbell-press,0,0,-1008,-350,17
shoulders,dumbbell-press,0,0,-1000,-319,40
shoulders,dumbbell-press,0,0,-1000,-288,24
shoulders,dumbbell-press,0,0,-984,-288,-16
shoulders,dumbbell-press,0,0,-976,-319,-8
shoulders,dumbbell-press,0,0,-991,-335,22
shoulders,dumbbell-press,0,0,-992,-321,17
shoulders,dumbbell-press,0,0,-985,-276,-6
shoulders,dumbbell-press,0,0,-970,-286,71
shoulders,dumbbell-press,0,0,-954,-288,59
shoulders,dumbbell-press,0,0,-952,-295,15
shoulders,dumbbell-press,0,0,-959,-323,68
shoulders,dumbbell-press,0,0,-973,-341,93
shoulders,dumbbell-press,0,0,-963,-300,58
shoulders,dumbbell-press,0,0,-948,-338,85
shoulders,dumbbell-press,0,0,-956,-376,102
shoulders,dumbbell-press,0,0,-972,-355,45
shoulders,dumbbell-press,0,0,-970,-327,47
shoulders,dumbbell-press,0,0,-979,-337,84
shoulders,dumbbell-press,0,0,-973,-322,91
