shoulders,lateral-raise,992,30,-99
shoulders,lateral-raise,588,832,-1151
shoulders,lateral-raise,-949,1094,-1411
shoulders,lateral-raise,-1020,798,-1190
shoulders,lateral-raise,-524,986,-1202
shoulders,lateral-raise,-292,695,-1020
shoulders,lateral-raise,153,543,-1034
shoulders,lateral-raise,180,595,-1070
shoulders,lateral-raise,-646,315,-757
shoulders,lateral-raise,282,970,-1372
shoulders,lateral-raise,235,1881,-1804
shoulders,lateral-raise,2007,299,-812
shoulders,lateral-raise,1270,-676,-549
shoulders,lateral-raise,1146,470,-1314
shoulders,lateral-raise,732,432,-1000
shoulders,lateral-raise,71,35,-873
shoulders,lateral-raise,-4,-120,-853
shoulders,lateral-raise,117,5,-981
shoulders,lateral-raise,275,113,-962
shoulders,lateral-raise,363,113,-892
shoulders,lateral-raise,303,103,-936
shoulders,lateral-raise,257,55,-940
shoulders,lateral-raise,268,44,-917
shoulders,lateral-raise,285,32,-923
shoulders,lateral-raise,289,32,-916
shoulders,lateral-raise,284,28,-927
shoulders,lateral-raise,278,9,-882
shoulders,lateral-raise,272,-17,-852
shoulders,lateral-raise,265,-57,-743
shoulders,lateral-raise,271,-57,-669
shoulders,lateral-raise,272,-24,-655
shoulders,lateral-raise,296,-51,-591
shoulders,lateral-raise,299,-69,-577
shoulders,lateral-raise,320,-28,-547
shoulders,lateral-raise,362,81,-556
shoulders,lateral-raise,420,201,-592
shoulders,lateral-raise,464,258,-537
shoulders,lateral-raise,514,315,-473
shoulders,lateral-raise,606,426,-438
shoulders,lateral-raise,704,506,-410
shoulders,lateral-raise,800,576,-344
shoulders,lateral-raise,858,637,-426
shoulders,lateral-raise,879,614,-368
shoulders,lateral-raise,909,642,-326
shoulders,lateral-raise,917,739,-330
shoulders,lateral-raise,900,776,-388
shoulders,lateral-raise,869,779,-456
shoulders,lateral-raise,856,754,-432
shoulders,lateral-raise,856,693,-427
shoulders,lateral-raise,863,673,-446
shoulders,lateral-raise,888,656,-424
shoulders,lateral-raise,913,623,-441
shoulders,lateral-raise,926,607,-365
shoulders,lateral-raise,927,570,-339
shoulders,lateral-raise,944,573,-387
shoulders,lateral-raise,924,529,-431
shoulders,lateral-raise,899,450,-543
shoulders,lateral-raise,918,424,-696
shoulders,lateral-raise,947,399,-933
shoulders,lateral-raise,994,357,-1295
shoulders,lateral-raise,1079,273,-1580
shoulders,lateral-raise,1185,222,-1843
shoulders,lateral-raise,1305,313,-1961
shoulders,lateral-raise,1452,440,-1894
shoulders,lateral-raise,1583,456,-1781
shoulders,lateral-raise,1702,385,-1621
shoulders,lateral-raise,1802,384,-1431
shoulders,lateral-raise,1821,462,-1195
shoulders,lateral-raise,1754,482,-974
shoulders,lateral-raise,1659,452,-761
shoulders,lateral-raise,1555,401,-588
shoulders,lateral-raise,1432,359,-373
shoulders,lateral-raise,1294,344,-20
shoulders,lateral-raise,1070,344,56
shoulders,lateral-raise,827,320,208
shoulders,lateral-raise,572,239,272
shoulders,lateral-raise,353,174,330
shoulders,lateral-raise,206,112,448
shoulders,lateral-raise,46,51,610
shoulders,lateral-raise,-75,19,744
shoulders,lateral-raise,-119,-46,775
shoulders,lateral-raise,-86,-56,688
shoulders,lateral-raise,-44,-65,555
shoulders,lateral-raise,-3,-102,455
shoulders,lateral-raise,105,-52,331
shoulders,lateral-raise,272,10,163
shoulders,lateral-raise,448,80,-87
shoulders,lateral-raise,559,112,-254
shoulders,lateral-raise,668,112,-435
shoulders,lateral-raise,805,146,-671
shoulders,lateral-raise,953,213,-833
shoulders,lateral-raise,1144,288,-1064
shoulders,lateral-raise,1245,327,-1258
shoulders,lateral-raise,1263,320,-1165
shoulders,lateral-raise,1331,253,-1235
shoulders,lateral-raise,1409,277,-1357
shoulders,lateral-raise,1459,316,-1254
shoulders,lateral-raise,1401,362,-1247
shoulders,lateral-raise,1365,334,-1057
shoulders,lateral-raise,1420,335,-1051
shoulders,lateral-raise,1393,388,-1102
shoulders,lateral-raise,1244,495,-1442
shoulders,lateral-raise,1152,508,-1553
shoulders,lateral-raise,1112,377,-1777
shoulders,lateral-raise,1063,130,-2254
shoulders,lateral-raise,985,-41,-2629
shoulders,lateral-raise,966,20,-2681
shoulders,lateral-raise,1028,210,-2415
shoulders,lateral-raise,1114,322,-2165
shoulders,lateral-raise,1200,349,-2076
shoulders,lateral-raise,1311,372,-1921
shoulders,lateral-raise,1408,417,-1693
shoulders,lateral-raise,1491,477,-1452
shoulders,lateral-raise,1555,482,-1246
shoulders,lateral-raise,1589,460,-1103
shoulders,lateral-raise,1583,468,-1002
shoulders,lateral-raise,1532,496,-836
shoulders,lateral-raise,1458,531,-662
shoulders,lateral-raise,1368,534,-582
shoulders,lateral-raise,1270,473,-513
shoulders,lateral-raise,1162,394,-454
shoulders,lateral-raise,1017,352,-379
shoulders,lateral-raise,839,321,-309
shoulders,lateral-raise,665,240,-324
shoulders,lateral-raise,535,129,-228
shoulders,lateral-raise,420,8,-50
shoulders,lateral-raise,263,-5,124
shoulders,lateral-raise,111,54,235
shoulders,lateral-raise,-11,63,287
shoulders,lateral-raise,-95,-33,385
shoulders,lateral-raise,-206,-110,517
shoulders,lateral-raise,-259,-96,621
shoulders,lateral-raise,-272,-74,624
shoulders,lateral-raise,-264,-123,545
shoulders,lateral-raise,-215,-122,505
shoulders,lateral-raise,-148,-32,444
shoulders,lateral-raise,-53,28,288
shoulders,lateral-raise,48,65,161
shoulders,lateral-raise,141,74,167
shoulders,lateral-raise,215,96,28
shoulders,lateral-raise,357,108,-208
shoulders,lateral-raise,537,231,-475
shoulders,lateral-raise,655,177,-741
shoulders,lateral-raise,687,176,-814
shoulders,lateral-raise,756,275,-968
shoulders,lateral-raise,872,355,-1095
shoulders,lateral-raise,989,389,-1221
shoulders,lateral-raise,1057,406,-1360
shoulders,lateral-raise,1120,394,-1313
shoulders,lateral-raise,1183,372,-1277
shoulders,lateral-raise,1225,361,-1279
shoulders,lateral-raise,1258,334,-1241
shoulders,lateral-raise,1270,334,-1175
shoulders,lateral-raise,1247,373,-1117
shoulders,lateral-raise,1252,378,-1013
shoulders,lateral-raise,1297,388,-943
shoulders,lateral-raise,1318,432,-1186
shoulders,lateral-raise,1175,465,-1539
shoulders,lateral-raise,1015,407,-1843
shoulders,lateral-raise,989,113,-2278
shoulders,lateral-raise,1005,-274,-2670
shoulders,lateral-raise,1003,-460,-2777
shoulders,lateral-raise,1024,-354,-2634
shoulders,lateral-raise,1114,-144,-2387
shoulders,lateral-raise,1235,7,-2192
shoulders,lateral-raise,1335,125,-1994
shoulders,lateral-raise,1426,234,-1751
shoulders,lateral-raise,1524,312,-1548
shoulders,lateral-raise,1599,379,-1353
shoulders,lateral-raise,1617,449,-1125
shoulders,lateral-raise,1580,502,-958
shoulders,lateral-raise,1510,544,-830
shoulders,lateral-raise,1429,595,-705
shoulders,lateral-raise,1339,603,-648
shoulders,lateral-raise,1228,533,-573
