arms,biceps-curl,-526,295,-758
arms,biceps-curl,-509,288,-750
arms,biceps-curl,-504,274,-765
arms,biceps-curl,-530,264,-761
arms,biceps-curl,-537,248,-737
arms,biceps-curl,-565,254,-752
arms,biceps-curl,-576,240,-752
arms,biceps-curl,-576,196,-728
arms,biceps-curl,-496,327,-831
arms,biceps-curl,330,-702,-280
arms,biceps-curl,233,546,-784
arms,biceps-curl,-258,503,-795
arms,biceps-curl,-592,651,-783
arms,biceps-curl,-703,275,-523
arms,biceps-curl,-574,-326,-344
arms,biceps-curl,-956,89,-685
arms,biceps-curl,-2460,648,-899
arms,biceps-curl,-1222,2084,-1158
arms,biceps-curl,-243,1514,-515
arms,biceps-curl,285,230,-144
arms,biceps-curl,-136,-146,-196
arms,biceps-curl,-465,-272,-104
arms,biceps-curl,-336,52,-212
arms,biceps-curl,-433,33,-85
arms,biceps-curl,-464,148,-58
arms,biceps-curl,-495,380,54
arms,biceps-curl,-548,517,46
arms,biceps-curl,-621,472,-77
arms,biceps-curl,-678,405,-57
arms,biceps-curl,-754,318,-39
arms,biceps-curl,-882,369,9
arms,biceps-curl,-948,376,148
arms,biceps-curl,-993,371,191
arms,biceps-curl,-1035,292,210
arms,biceps-curl,-1071,207,285
arms,biceps-curl,-1144,210,437
arms,biceps-curl,-1160,250,460
arms,biceps-curl,-1192,270,470
arms,biceps-curl,-1272,354,463
arms,biceps-curl,-1279,157,400
arms,biceps-curl,-1344,152,264
arms,biceps-curl,-1386,205,287
arms,biceps-curl,-1423,200,428
arms,biceps-curl,-1472,114,239
arms,biceps-curl,-1529,159,240
arms,biceps-curl,-1571,211,206
arms,biceps-curl,-1598,138,-30
arms,biceps-curl,-1389,352,206
arms,biceps-curl,-1284,631,-105
arms,biceps-curl,-1288,389,436
arms,biceps-curl,-1443,39,526
arms,biceps-curl,-1527,-154,187
arms,biceps-curl,-1616,-58,-10
arms,biceps-curl,-1636,70,125
arms,biceps-curl,-1577,151,143
arms,biceps-curl,-1504,183,156
arms,biceps-curl,-1480,102,318
arms,biceps-curl,-1452,69,232
arms,biceps-curl,-1448,0,178
