arms,biceps-curl,-725,782,-1444
arms,biceps-curl,-1130,740,-1215
arms,biceps-curl,-123,-240,-332
arms,biceps-curl,43,-133,-655
arms,biceps-curl,-260,417,-955
arms,biceps-curl,-287,424,-810
arms,biceps-curl,-498,525,-958
arms,biceps-curl,-1039,749,-1155
arms,biceps-curl,0,-137,-27
arms,biceps-curl,968,-1312,425
arms,biceps-curl,-1054,-1006,-411
arms,biceps-curl,-867,-1445,6
arms,biceps-curl,-1051,-843,-538
arms,biceps-curl,-491,-821,-81
arms,biceps-curl,-536,-583,-229
arms,biceps-curl,-519,-198,-229
arms,biceps-curl,-553,223,-154
arms,biceps-curl,-573,408,-49
arms,biceps-curl,-664,467,-106
arms,biceps-curl,-732,509,-194
arms,biceps-curl,-726,575,-364
arms,biceps-curl,-665,527,-218
arms,biceps-curl,-594,379,-15
arms,biceps-curl,-517,311,131
arms,biceps-curl,-556,447,61
arms,biceps-curl,-666,573,24
arms,biceps-curl,-727,530,89
arms,biceps-curl,-794,465,70
arms,biceps-curl,-888,417,41
arms,biceps-curl,-897,349,69
arms,biceps-curl,-952,327,103
arms,biceps-curl,-967,279,75
arms,biceps-curl,-962,262,103
arms,biceps-curl,-973,224,125
arms,biceps-curl,-1014,240,97
arms,biceps-curl,-1105,248,80
arms,biceps-curl,-1186,203,140
arms,biceps-curl,-1265,201,208
arms,biceps-curl,-1346,240,172
arms,biceps-curl,-1396,263,131
arms,biceps-curl,-1408,256,152
arms,biceps-curl,-1421,246,125
arms,biceps-curl,-1390,235,124
arms,biceps-curl,-1377,236,135
arms,biceps-curl,-1366,221,3
arms,biceps-curl,-1368,228,48
arms,biceps-curl,-1365,283,69
arms,biceps-curl,-1329,395,111
arms,biceps-curl,-1287,392,160
arms,biceps-curl,-1230,463,182
arms,biceps-curl,-1208,369,-110
arms,biceps-curl,-1123,273,64
arms,biceps-curl,-1021,492,456
arms,biceps-curl,-1212,301,369
arms,biceps-curl,-1376,46,21
arms,biceps-curl,-1427,107,-95
arms,biceps-curl,-1541,198,-92
arms,biceps-curl,-1622,268,-61
arms,biceps-curl,-1690,263,-62
arms,biceps-curl,-1647,277,70
arms,biceps-curl,-1546,351,104
arms,biceps-curl,-1567,252,57
arms,biceps-curl,-1554,214,142
arms,biceps-curl,-1526,231,134
arms,biceps-curl,-1520,184,190
arms,biceps-curl,-1509,140,154
arms,biceps-curl,-1464,154,234
arms,biceps-curl,-1391,119,86
arms,biceps-curl,-1343,59,43
arms,biceps-curl,-1266,27,203
arms,biceps-curl,-1163,32,201
arms,biceps-curl,-1014,-16,79
arms,biceps-curl,-874,-17,67
arms,biceps-curl,-765,-13,77
arms,biceps-curl,-619,25,167
arms,biceps-curl,-542,33,107
arms,biceps-curl,-467,69,56
arms,biceps-curl,-416,88,13
arms,biceps-curl,-445,104,23
arms,biceps-curl,-435,126,67
arms,biceps-curl,-409,113,-5
arms,biceps-curl,-437,99,-8
arms,biceps-curl,-393,165,3
arms,biceps-curl,-425,213,20
arms,biceps-curl,-527,137,78
arms,biceps-curl,-602,100,134
arms,biceps-curl,-673,86,33
arms,biceps-curl,-759,124,-34
arms,biceps-curl,-844,230,-118
arms,biceps-curl,-891,317,-130
arms,biceps-curl,-904,282,-22
arms,biceps-curl,-896,272,-40
arms,biceps-curl,-896,272,-40
arms,biceps-curl,-888,249,-94
arms,biceps-curl,-865,248,-172
arms,biceps-curl,-842,285,-34
arms,biceps-curl,-869,310,-53
arms,biceps-curl,-908,312,-77
arms,biceps-curl,-919,284,-52
arms,biceps-curl,-913,239,-28
arms,biceps-curl,-939,212,3
arms,biceps-curl,-951,234,60
arms,biceps-curl,-977,246,72
arms,biceps-curl,-1015,310,29
arms,biceps-curl,-1066,370,-38
arms,biceps-curl,-1109,419,32
arms,biceps-curl,-1131,466,35
arms,biceps-curl,-1136,525,24
arms,biceps-curl,-1098,539,29
arms,biceps-curl,-1059,562,32
arms,biceps-curl,-1023,591,22
arms,biceps-curl,-978,635,46
arms,biceps-curl,-950,651,69
arms,biceps-curl,-953,648,35
arms,biceps-curl,-947,679,12
arms,biceps-curl,-945,721,12
arms,biceps-curl,-935,740,29
arms,biceps-curl,-904,760,60
arms,biceps-curl,-888,807,57
arms,biceps-curl,-888,840,33
arms,biceps-curl,-892,840,-4
arms,biceps-curl,-893,864,-43
arms,biceps-curl,-878,906,-25
arms,biceps-curl,-840,926,-1
arms,biceps-curl,-783,948,-33
arms,biceps-curl,-738,971,-69
arms,biceps-curl,-694,973,-116
arms,biceps-curl,-637,968,-165
arms,biceps-curl,-574,973,-109
arms,biceps-curl,-509,986,-122
arms,biceps-curl,-429,982,-132
arms,biceps-curl,-339,941,-184
arms,biceps-curl,-300,889,-310
arms,biceps-curl,-209,828,-250
arms,biceps-curl,-129,803,-152
arms,biceps-curl,-49,774,-168
arms,biceps-curl,4,750,-257
arms,biceps-curl,99,673,-205
arms,biceps-curl,195,610,-189
arms,biceps-curl,230,547,-315
arms,biceps-curl,314,585,-153
arms,biceps-curl,364,452,-315
arms,biceps-curl,504,312,-152
arms,biceps-curl,520,312,-176
arms,biceps-curl,567,320,-300
arms,biceps-curl,636,274,-289
arms,biceps-curl,640,257,-333
arms,biceps-curl,640,256,-409
arms,biceps-curl,647,256,-323
arms,biceps-curl,655,284,-256
arms,biceps-curl,629,308,-234
arms,biceps-curl,584,359,-212
arms,biceps-curl,550,394,-228
arms,biceps-curl,519,457,-213
arms,biceps-curl,487,515,-245
arms,biceps-curl,420,607,-262
arms,biceps-curl,424,656,-258
arms,biceps-curl,421,675,-313
arms,biceps-curl,399,736,-342
arms,biceps-curl,397,765,-420
arms,biceps-curl,379,763,-382
arms,biceps-curl,358,791,-395
arms,biceps-curl,342,843,-454
arms,biceps-curl,317,816,-405
arms,biceps-curl,285,803,-388
arms,biceps-curl,263,856,-381
arms,biceps-curl,226,875,-382
arms,biceps-curl,179,856,-371
arms,biceps-curl,136,888,-324
arms,biceps-curl,74,932,-350
arms,biceps-curl,25,895,-356
arms,biceps-curl,-9,869,-308
arms,biceps-curl,-50,933,-302
arms,biceps-curl,-80,952,-333
arms,biceps-curl,-122,901,-369
arms,biceps-curl,-181,916,-317
arms,biceps-curl,-248,952,-339
arms,biceps-curl,-290,916,-361
arms,biceps-curl,-329,823,-281
arms,biceps-curl,-386,782,-257
arms,biceps-curl,-443,806,-272
arms,biceps-curl,-478,876,-266
arms,biceps-curl,-507,829,-316
arms,biceps-curl,-551,805,-294
arms,biceps-curl,-591,850,-253
arms,biceps-curl,-657,819,-237
arms,biceps-curl,-672,791,-225
arms,biceps-curl,-727,777,-227
arms,biceps-curl,-780,725,-193
arms,biceps-curl,-816,693,-205
arms,biceps-curl,-817,670,-254
arms,biceps-curl,-824,745,-219
arms,biceps-curl,-833,600,-114
arms,biceps-curl,-856,592,-192
arms,biceps-curl,-880,552,-176
arms,biceps-curl,-911,529,-153
arms,biceps-curl,-897,528,-152
arms,biceps-curl,-903,491,-159
arms,biceps-curl,-911,481,-138
arms,biceps-curl,-905,459,-165
arms,biceps-curl,-960,449,-147
