arms,triceps-extension,-512,632,-416
arms,triceps-extension,-427,640,-408
arms,triceps-extension,-317,541,-469
arms,triceps-extension,-245,506,-278
arms,triceps-extension,-138,468,-388
arms,triceps-extension,-49,414,-436
arms,triceps-extension,-5,387,-482
arms,triceps-extension,68,329,-427
arms,triceps-extension,160,300,-449
arms,triceps-extension,241,250,-495
arms,triceps-extension,281,183,-555
arms,triceps-extension,362,205,-556
arms,triceps-extension,438,113,-504
arms,triceps-extension,521,92,-547
arms,triceps-extension,578,56,-602
arms,triceps-extension,609,51,-605
arms,triceps-extension,632,18,-524
arms,triceps-extension,698,32,-404
arms,triceps-extension,708,48,-380
arms,triceps-extension,686,23,-402
arms,triceps-extension,728,-25,-288
arms,triceps-extension,751,8,-254
arms,triceps-extension,762,44,-261
arms,triceps-extension,741,27,-283
arms,triceps-extension,712,12,-308
arms,triceps-extension,684,-8,-224
arms,triceps-extension,671,-32,-114
arms,triceps-extension,670,-58,-87
arms,triceps-extension,616,-84,-136
arms,triceps-extension,576,-91,-149
arms,triceps-extension,599,-93,-73
arms,triceps-extension,623,-103,-40
arms,triceps-extension,596,-131,-92
arms,triceps-extension,568,-152,-90
arms,triceps-extension,549,-187,-45
arms,triceps-extension,551,-192,-28
arms,triceps-extension,573,-212,-2
arms,triceps-extension,603,-262,-23
arms,triceps-extension,668,-266,-56
arms,triceps-extension,720,-310,-28
arms,triceps-extension,784,-360,-8
arms,triceps-extension,822,-370,20
arms,triceps-extension,845,-421,0
arms,triceps-extension,828,-448,-6
arms,triceps-extension,811,-447,-37
arms,triceps-extension,830,-443,-9
arms,triceps-extension,809,-471,42
arms,triceps-extension,735,-545,-17
arms,triceps-extension,720,-559,69
arms,triceps-extension,712,-537,16
arms,triceps-extension,712,-577,25
arms,triceps-extension,688,-639,103
arms,triceps-extension,603,-640,65
arms,triceps-extension,615,-648,132
arms,triceps-extension,594,-700,136
arms,triceps-extension,599,-682,70
arms,triceps-extension,629,-737,107
arms,triceps-extension,611,-821,77
arms,triceps-extension,547,-873,79
arms,triceps-extension,496,-807,60
arms,triceps-extension,501,-831,89
arms,triceps-extension,472,-904,115
arms,triceps-extension,414,-908,170
arms,triceps-extension,412,-904,220
arms,triceps-extension,392,-928,214
arms,triceps-extension,338,-970,219
arms,triceps-extension,281,-934,230
arms,triceps-extension,259,-896,248
arms,triceps-extension,235,-930,193
arms,triceps-extension,219,-972,180
arms,triceps-extension,206,-989,197
arms,triceps-extension,176,-968,200
arms,triceps-extension,155,-980,186
arms,triceps-extension,130,-1013,189
arms,triceps-extension,99,-981,187
arms,triceps-extension,100,-965,180
arms,triceps-extension,76,-992,160
arms,triceps-extension,36,-985,182
arms,triceps-extension,25,-983,225
arms,triceps-extension,12,-1025,202
arms,triceps-extension,1,-1056,167
arms,triceps-extension,-5,-1072,173
arms,triceps-extension,-9,-1096,179
arms,triceps-extension,-30,-1102,120
arms,triceps-extension,-32,-1109,115
arms,triceps-extension,-29,-1117,114
arms,triceps-extension,-56,-1146,136
arms,triceps-extension,-54,-1152,138
arms,triceps-extension,-50,-1158,150
arms,triceps-extension,-56,-1162,176
arms,triceps-extension,-63,-1124,187
arms,triceps-extension,-88,-1133,152
arms,triceps-extension,-85,-1117,190
arms,triceps-extension,-71,-1101,221
arms,triceps-extension,-63,-1086,247
arms,triceps-extension,-55,-1073,243
arms,triceps-extension,-45,-1079,267
arms,triceps-extension,-13,-1073,295
arms,triceps-extension,18,-1077,285
arms,triceps-extension,42,-1032,253
arms,triceps-extension,88,-1032,349
arms,triceps-extension,72,-1040,248
arms,triceps-extension,120,-1048,240
arms,triceps-extension,151,-1064,271
arms,triceps-extension,175,-1041,204
arms,triceps-extension,183,-1003,237
arms,triceps-extension,206,-1000,240
arms,triceps-extension,258,-1007,204
arms,triceps-extension,299,-994,214
arms,triceps-extension,318,-978,189
arms,triceps-extension,340,-969,204
arms,triceps-extension,370,-968,175
arms,triceps-extension,433,-930,212
arms,triceps-extension,460,-914,218
arms,triceps-extension,458,-882,210
arms,triceps-extension,485,-831,237
arms,triceps-extension,513,-816,185
arms,triceps-extension,542,-794,171
arms,triceps-extension,563,-779,154
arms,triceps-extension,600,-739,165
arms,triceps-extension,616,-684,161
arms,triceps-extension,621,-639,152
arms,triceps-extension,624,-600,123
arms,triceps-extension,619,-538,95
arms,triceps-extension,594,-464,119
arms,triceps-extension,585,-436,140
arms,triceps-extension,592,-403,128
arms,triceps-extension,640,-340,156
arms,triceps-extension,711,-308,131
arms,triceps-extension,773,-319,64
arms,triceps-extension,830,-336,60
arms,triceps-extension,858,-316,53
arms,triceps-extension,869,-307,22
arms,triceps-extension,876,-330,-10
arms,triceps-extension,896,-311,-17
arms,triceps-extension,904,-282,-29
arms,triceps-extension,917,-248,-2
arms,triceps-extension,902,-251,-19
arms,triceps-extension,873,-289,12
arms,triceps-extension,852,-264,60
arms,triceps-extension,840,-230,48
arms,triceps-extension,858,-200,64
arms,triceps-extension,902,-212,104
arms,triceps-extension,850,-253,55
arms,triceps-extension,931,-241,109
arms,triceps-extension,937,-262,54
arms,triceps-extension,898,-338,52
arms,triceps-extension,914,-296,131
arms,triceps-extension,926,-304,89
arms,triceps-extension,901,-395,98
arms,triceps-extension,856,-428,122
arms,triceps-extension,856,-344,167
arms,triceps-extension,855,-353,136
arms,triceps-extension,801,-455,176
arms,triceps-extension,722,-440,137
arms,triceps-extension,712,-387,144
arms,triceps-extension,734,-503,159
arms,triceps-extension,641,-600,124
arms,triceps-extension,596,-551,127
arms,triceps-extension,620,-572,142
arms,triceps-extension,604,-610,130
arms,triceps-extension,573,-709,128
arms,triceps-extension,522,-748,128
arms,triceps-extension,474,-746,166
arms,triceps-extension,439,-744,120
arms,triceps-extension,414,-768,68
arms,triceps-extension,402,-847,97
arms,triceps-extension,348,-929,15
arms,triceps-extension,306,-941,15
arms,triceps-extension,264,-958,70
arms,triceps-extension,248,-1000,93
arms,triceps-extension,223,-1052,96
arms,triceps-extension,193,-1092,101
arms,triceps-extension,179,-1104,142
arms,triceps-extension,139,-1136,200
arms,triceps-extension,81,-1133,193
arms,triceps-extension,65,-1090,203
arms,triceps-extension,55,-1055,269
arms,triceps-extension,20,-1028,268
arms,triceps-extension,8,-1020,220
arms,triceps-extension,12,-1035,201
arms,triceps-extension,12,-1062,199
arms,triceps-extension,6,-1104,188
arms,triceps-extension,11,-1146,170
arms,triceps-extension,31,-1169,181
arms,triceps-extension,22,-1184,188
arms,triceps-extension,29,-1187,216
arms,triceps-extension,34,-1187,248
arms,triceps-extension,58,-1169,282
arms,triceps-extension,62,-1145,270
arms,triceps-extension,48,-1124,218
arms,triceps-extension,26,-1100,206
arms,triceps-extension,32,-1062,226
arms,triceps-extension,32,-1054,217
arms,triceps-extension,36,-1048,166
arms,triceps-extension,59,-1048,197
arms,triceps-extension,71,-1047,222
arms,triceps-extension,67,-1041,210
arms,triceps-extension,89,-1046,223
arms,triceps-extension,97,-1031,211
arms,triceps-extension,106,-1025,163
arms,triceps-extension,137,-1040,206
arms,triceps-extension,160,-1039,168
arms,triceps-extension,168,-1016,152
arms,triceps-extension,192,-984,192
arms,triceps-extension,184,-968,208
arms,triceps-extension,192,-968,178
arms,triceps-extension,214,-961,161
arms,triceps-extension,282,-945,248
arms,triceps-extension,281,-937,185
arms,triceps-extension,301,-929,232
arms,triceps-extension,324,-914,240
arms,triceps-extension,348,-919,207
arms,triceps-extension,391,-920,213
arms,triceps-extension,419,-914,184
arms,triceps-extension,455,-906,176
arms,triceps-extension,488,-904,182
arms,triceps-extension,525,-892,160
arms,triceps-extension,547,-882,135
arms,triceps-extension,580,-869,111
arms,triceps-extension,614,-832,120
arms,triceps-extension,635,-800,91
arms,triceps-extension,650,-767,82
arms,triceps-extension,671,-732,142
arms,triceps-extension,690,-687,171
arms,triceps-extension,701,-636,122
arms,triceps-extension,713,-598,110
arms,triceps-extension,724,-558,119
arms,triceps-extension,724,-528,70
arms,triceps-extension,732,-504,40
arms,triceps-extension,736,-465,40
arms,triceps-extension,732,-411,54
arms,triceps-extension,732,-383,52
arms,triceps-extension,728,-372,26
arms,triceps-extension,731,-309,56
arms,triceps-extension,745,-274,68
arms,triceps-extension,772,-289,60
arms,triceps-extension,797,-267,75
arms,triceps-extension,818,-269,80
arms,triceps-extension,838,-254,90
arms,triceps-extension,841,-239,47
arms,triceps-extension,860,-256,58
arms,triceps-extension,848,-260,54
arms,triceps-extension,861,-256,92
arms,triceps-extension,897,-220,65
arms,triceps-extension,871,-297,23
arms,triceps-extension,863,-299,85
arms,triceps-extension,858,-279,79
arms,triceps-extension,866,-322,119
arms,triceps-extension,821,-329,111
arms,triceps-extension,803,-276,102
arms,triceps-extension,831,-319,75
arms,triceps-extension,813,-419,15
arms,triceps-extension,760,-478,142
arms,triceps-extension,744,-408,88
arms,triceps-extension,768,-448,96
arms,triceps-extension,776,-557,119
arms,triceps-extension,715,-568,97
arms,triceps-extension,719,-561,118
arms,triceps-extension,756,-648,98
arms,triceps-extension,681,-713,132
arms,triceps-extension,609,-713,178
arms,triceps-extension,586,-726,191
arms,triceps-extension,524,-775,219
arms,triceps-extension,499,-758,250
arms,triceps-extension,445,-758,212
arms,triceps-extension,457,-822,299
arms,triceps-extension,392,-870,274
arms,triceps-extension,339,-845,268
arms,triceps-extension,317,-861,255
arms,triceps-extension,273,-894,270
arms,triceps-extension,224,-926,296
arms,triceps-extension,182,-910,283
arms,triceps-extension,158,-942,262
arms,triceps-extension,137,-1008,271
arms,triceps-extension,99,-1022,261
arms,triceps-extension,61,-1011,267
arms,triceps-extension,35,-1030,289
arms,triceps-extension,2,-1044,296
arms,triceps-extension,-28,-1032,292
arms,triceps-extension,-60,-1024,320
arms,triceps-extension,-84,-1039,321
arms,triceps-extension,-92,-1067,303
arms,triceps-extension,-100,-1091,313
arms,triceps-extension,-114,-1121,291
arms,triceps-extension,-134,-1157,288
arms,triceps-extension,-141,-1185,303
arms,triceps-extension,-127,-1194,288
arms,triceps-extension,-117,-1184,296
arms,triceps-extension,-128,-1189,304
arms,triceps-extension,-128,-1190,300
arms,triceps-extension,-130,-1159,323
arms,triceps-extension,-136,-1134,304
arms,triceps-extension,-132,-1118,292
arms,triceps-extension,-115,-1083,315
arms,triceps-extension,-94,-1064,274
arms,triceps-extension,-85,-1061,284
arms,triceps-extension,-72,-1048,297
arms,triceps-extension,-67,-1046,269
arms,triceps-extension,-36,-1030,297
arms,triceps-extension,-6,-1015,303
arms,triceps-extension,9,-1008,293
arms,triceps-extension,19,-1008,266
arms,triceps-extension,64,-1007,296
arms,triceps-extension,72,-992,295
arms,triceps-extension,64,-992,256
arms,triceps-extension,88,-976,312
arms,triceps-extension,88,-976,312
arms,triceps-extension,127,-929,343
arms,triceps-extension,120,-943,276
arms,triceps-extension,172,-937,302
arms,triceps-extension,205,-921,311
arms,triceps-extension,222,-913,305
arms,triceps-extension,238,-905,304
arms,triceps-extension,267,-904,297
arms,triceps-extension,299,-904,296
arms,triceps-extension,324,-904,270
arms,triceps-extension,347,-910,245
arms,triceps-extension,383,-912,234
arms,triceps-extension,428,-888,244
arms,triceps-extension,434,-862,224
arms,triceps-extension,443,-845,233
arms,triceps-extension,465,-834,240
arms,triceps-extension,499,-821,267
arms,triceps-extension,544,-816,280
arms,triceps-extension,570,-796,260
arms,triceps-extension,596,-774,223
arms,triceps-extension,627,-744,222
arms,triceps-extension,663,-696,223
arms,triceps-extension,676,-659,185
arms,triceps-extension,694,-622,182
arms,triceps-extension,724,-567,192
arms,triceps-extension,748,-512,172
arms,triceps-extension,768,-484,160
arms,triceps-extension,791,-454,164
arms,triceps-extension,804,-403,154
arms,triceps-extension,797,-369,133
arms,triceps-extension,773,-347,118
arms,triceps-extension,747,-294,110
arms,triceps-extension,737,-237,111
arms,triceps-extension,707,-227,104
arms,triceps-extension,712,-213,120
arms,triceps-extension,756,-203,115
arms,triceps-extension,798,-208,113
arms,triceps-extension,851,-248,130
arms,triceps-extension,914,-248,98
arms,triceps-extension,944,-250,67
arms,triceps-extension,941,-258,96
