back,lat-pulldown-straight,56,10,-888,376,-296
back,lat-pulldown-straight,56,10,-919,353,-350
back,lat-pulldown-straight,56,10,-928,291,-322
back,lat-pulldown-straight,56,10,-921,243,-327
back,lat-pulldown-straight,56,10,-884,313,-284
back,lat-pulldown-straight,56,10,-844,413,-309
back,lat-pulldown-straight,56,10,-847,459,-438
back,lat-pulldown-straight,56,10,-841,484,-354
back,lat-pulldown-straight,56,10,-767,481,-343
back,lat-pulldown-straight,56,10,-700,545,-188
back,lat-pulldown-straight,56,10,-834,649,-343
back,lat-pulldown-straight,56,10,-928,660,-342
back,lat-pulldown-straight,56,10,-787,596,-219
back,lat-pulldown-straight,56,10,-665,558,-178
back,lat-pulldown-straight,56,10,-726,552,-124
back,lat-pulldown-straight,56,10,-777,524,-98
back,lat-pulldown-straight,56,10,-746,496,-20
back,lat-pulldown-straight,56,10,-739,451,69
back,lat-pulldown-straight,56,10,-754,412,86
back,lat-pulldown-straight,56,10,-800,449,85
back,lat-pulldown-straight,56,10,-829,585,-70
back,lat-pulldown-straight,56,10,-837,707,-347
back,lat-pulldown-straight,56,10,-871,766,-552
back,lat-pulldown-straight,56,10,-905,775,-556
back,lat-pulldown-straight,56,10,-870,710,-250
back,lat-pulldown-straight,56,10,-792,564,32
back,lat-pulldown-straight,56,10,-771,395,118
back,lat-pulldown-straight,56,10,-818,305,-17
back,lat-pulldown-straight,56,10,-799,356,12
back,lat-pulldown-straight,56,10,-763,486,93
back,lat-pulldown-straight,56,10,-823,489,-112
back,lat-pulldown-straight,56,10,-758,528,-237
back,lat-pulldown-straight,56,10,-646,783,-341
back,lat-pulldown-straight,56,10,-742,816,273
back,lat-pulldown-straight,56,10,-758,764,300
back,lat-pulldown-straight,56,10,-751,707,231
back,lat-pulldown-straight,56,10,-786,725,180
back,lat-pulldown-straight,56,10,-779,624,-53
back,lat-pulldown-straight,56,10,-732,512,-218
back,lat-pulldown-straight,56,10,-725,453,-209
back,lat-pulldown-straight,56,10,-814,527,-192
back,lat-pulldown-straight,56,10,-775,639,-17
back,lat-pulldown-straight,56,10,-775,596,-81
back,lat-pulldown-straight,56,10,-810,575,-173
back,lat-pulldown-straight,56,10,-825,573,46
back,lat-pulldown-straight,56,10,-825,595,143
