0.525,0.373,0.659,triceps-extension,,,
-0.419,0.281,-0.84,triceps-extension,,,
0.939,-0.655,-0.153,triceps-extension,,,
1.712,-0.42,-0.359,triceps-extension,,,
1.507,-0.261,-0.334,triceps-extension,,,
1.374,0.153,-0.442,triceps-extension,,,
1.301,-0.055,-0.42,triceps-extension,,,
1.112,0.24,-0.482,triceps-extension,,,
0.101,0.295,-0.718,triceps-extension,,,
1.032,0.806,-0.685,triceps-extension,,,
0.537,1.65,-1.019,triceps-extension,,,
2.225,1.166,-0.638,triceps-extension,,,
2.217,0.253,-0.359,triceps-extension,,,
0.597,-0.027,-0.57,triceps-extension,,,
0.376,-0.082,-0.495,triceps-extension,,,
0.412,0.298,-0.491,triceps-extension,,,
0.426,0.29,-0.446,triceps-extension,,,
0.514,0.287,-0.365,triceps-extension,,,
0.663,0.364,-0.255,triceps-extension,,,
0.77,0.398,-0.255,triceps-extension,,,
0.826,0.384,-0.271,triceps-extension,,,
0.882,0.385,-0.243,triceps-extension,,,
0.898,0.397,-0.186,triceps-extension,,,
0.914,0.416,-0.094,triceps-extension,,,
0.946,0.423,-0.042,triceps-extension,,,
0.968,0.44,-0.003,triceps-extension,,,
0.986,0.483,0.021,triceps-extension,,,
1.015,0.516,0.053,triceps-extension,,,
1.044,0.527,0.057,triceps-extension,,,
1.055,0.513,0.012,triceps-extension,,,
1.097,0.48,-0.015,triceps-extension,,,
1.129,0.499,0.074,triceps-extension,,,
1.141,0.438,0.091,triceps-extension,,,
1.18,0.294,0.041,triceps-extension,,,
1.237,0.181,-0.122,triceps-extension,,,
1.244,0.241,-0.013,triceps-extension,,,
1.232,0.294,0.099,triceps-extension,,,
1.26,0.26,-0.187,triceps-extension,,,
1.182,0.216,-0.768,triceps-extension,,,
1.015,0.629,-0.554,triceps-extension,,,
1.025,0.576,-0.111,triceps-extension,,,
1.192,0.497,0.133,triceps-extension,,,
1.263,0.383,0.003,triceps-extension,,,
1.305,0.43,-0.195,triceps-extension,,,
1.35,0.418,-0.203,triceps-extension,,,
1.36,0.448,0.004,triceps-extension,,,
1.346,0.507,0.105,triceps-extension,,,
1.347,0.581,0.161,triceps-extension,,,
1.346,0.645,0.098,triceps-extension,,,
1.323,0.635,0.059,triceps-extension,,,
1.328,0.624,0.104,triceps-extension,,,
1.283,0.73,0.104,triceps-extension,,,
1.229,0.838,0.113,triceps-extension,,,
1.2,0.876,0.11,triceps-extension,,,
1.144,0.92,-0.001,triceps-extension,,,
1.081,0.956,0.011,triceps-extension,,,
1.012,1.001,-0.021,triceps-extension,,,
0.97,1.019,-0.004,triceps-extension,,,
0.922,1.01,-0.02,triceps-extension,,,
0.87,1.015,0.025,triceps-extension,,,
0.77,1.032,0.016,triceps-extension,,,
0.744,0.993,-0.075,triceps-extension,,,
0.646,0.994,-0.017,triceps-extension,,,
0.584,0.961,-0.035,triceps-extension,,,
0.535,0.932,-0.076,triceps-extension,,,
0.466,0.908,-0.092,triceps-extension,,,
0.39,0.89,-0.083,triceps-extension,,,
0.333,0.848,-0.134,triceps-extension,,,
0.244,0.82,-0.179,triceps-extension,,,
0.154,0.795,-0.212,triceps-extension,,,
0.043,0.714,-0.27,triceps-extension,,,
-0.06,0.634,-0.298,triceps-extension,,,
-0.126,0.535,-0.427,triceps-extension,,,
-0.226,0.384,-0.464,triceps-extension,,,
-0.358,0.278,-0.555,triceps-extension,,,
-0.45,0.211,-0.619,triceps-extension,,,
-0.534,0.114,-0.622,triceps-extension,,,
-0.587,0.056,-0.619,triceps-extension,,,
-0.629,0.017,-0.618,triceps-extension,,,
-0.661,-0.054,-0.533,triceps-extension,,,
-0.656,-0.149,-0.582,triceps-extension,,,
-0.637,-0.098,-0.527,triceps-extension,,,
-0.585,-0.108,-0.476,triceps-extension,,,
-0.604,-0.021,-0.286,triceps-extension,,,
-0.629,-0.074,-0.257,triceps-extension,,,
-0.579,-0.068,-0.271,triceps-extension,,,
-0.531,-0.081,-0.238,triceps-extension,,,
-0.51,-0.072,-0.17,triceps-extension,,,
-0.498,-0.094,-0.152,triceps-extension,,,
-0.462,-0.138,-0.117,triceps-extension,,,
-0.456,-0.129,-0.142,triceps-extension,,,
-0.512,-0.12,-0.056,triceps-extension,,,
-0.52,-0.136,-0.064,triceps-extension,,,
-0.535,-0.197,-0.087,triceps-extension,,,
-0.581,-0.222,-0.028,triceps-extension,,,
-0.628,-0.224,-0.002,triceps-extension,,,
-0.646,-0.31,-0.007,triceps-extension,,,
-0.655,-0.292,-0.008,triceps-extension,,,
-0.69,-0.268,0.047,triceps-extension,,,
-0.763,-0.271,0.036,triceps-extension,,,
-0.802,-0.292,0.019,triceps-extension,,,
-0.84,-0.36,0.016,triceps-extension,,,
-0.854,-0.382,0.059,triceps-extension,,,
-0.838,-0.372,0.042,triceps-extension,,,
-0.838,-0.374,0.038,triceps-extension,,,
-0.846,-0.428,0.063,triceps-extension,,,
-0.82,-0.476,0.072,triceps-extension,,,
-0.727,-0.51,0.056,triceps-extension,,,
-0.699,-0.509,0.074,triceps-extension,,,
-0.755,-0.499,0.139,triceps-extension,,,
-0.749,-0.55,0.109,triceps-extension,,,
-0.695,-0.661,0.091,triceps-extension,,,
-0.64,-0.712,0.113,triceps-extension,,,
-0.603,-0.69,0.124,triceps-extension,,,
-0.588,-0.681,0.115,triceps-extension,,,
-0.563,-0.717,0.087,triceps-extension,,,
-0.504,-0.756,0.084,triceps-extension,,,
-0.449,-0.78,0.138,triceps-extension,,,
-0.443,-0.763,0.225,triceps-extension,,,
-0.449,-0.756,0.198,triceps-extension,,,
-0.433,-0.836,0.121,triceps-extension,,,
-0.401,-0.886,0.144,triceps-extension,,,
-0.377,-0.863,0.162,triceps-extension,,,
-0.383,-0.871,0.18,triceps-extension,,,
-0.354,-0.928,0.19,triceps-extension,,,
-0.318,-0.952,0.266,triceps-extension,,,
-0.294,-0.936,0.302,triceps-extension,,,
-0.277,-0.95,0.294,triceps-extension,,,
-0.229,-0.986,0.29,triceps-extension,,,
-0.156,-0.974,0.316,triceps-extension,,,
-0.1,-0.9,0.365,triceps-extension,,,
-0.107,-0.845,0.325,triceps-extension,,,
-0.087,-0.912,0.299,triceps-extension,,,
