0.839,0.29,0.334,triceps-extension,,,
-0.27,-0.921,-0.468,triceps-extension,,,
0.488,0.153,-0.615,triceps-extension,,,
0.4,0.834,-0.795,triceps-extension,,,
0.231,0.647,-0.59,triceps-extension,,,
-0.004,0.71,-0.629,triceps-extension,,,
-0.08,0.499,-0.529,triceps-extension,,,
-0.215,0.803,-0.702,triceps-extension,,,
-0.981,0.522,-0.893,triceps-extension,,,
-0.368,1.373,-1.108,triceps-extension,,,
-1.236,1.992,-1.573,triceps-extension,,,
0.012,2.324,-1.201,triceps-extension,,,
0.599,1.485,-0.558,triceps-extension,,,
-0.309,0.1,-0.501,triceps-extension,,,
-0.457,-0.07,-0.578,triceps-extension,,,
-0.78,0.328,-0.804,triceps-extension,,,
-0.62,0.23,-0.572,triceps-extension,,,
-0.531,0.13,-0.589,triceps-extension,,,
-0.517,0.188,-0.586,triceps-extension,,,
-0.46,0.245,-0.509,triceps-extension,,,
-0.441,0.314,-0.52,triceps-extension,,,
-0.482,0.401,-0.535,triceps-extension,,,
-0.501,0.412,-0.557,triceps-extension,,,
-0.533,0.429,-0.464,triceps-extension,,,
-0.57,0.464,-0.437,triceps-extension,,,
-0.601,0.475,-0.316,triceps-extension,,,
-0.646,0.431,-0.27,triceps-extension,,,
-0.699,0.399,-0.34,triceps-extension,,,
-0.771,0.405,-0.347,triceps-extension,,,
-0.806,0.393,-0.271,triceps-extension,,,
-0.841,0.376,-0.151,triceps-extension,,,
-0.904,0.344,-0.13,triceps-extension,,,
-0.985,0.268,-0.203,triceps-extension,,,
-1.063,0.219,-0.156,triceps-extension,,,
-1.112,0.224,-0.089,triceps-extension,,,
-1.169,0.244,-0.158,triceps-extension,,,
-1.234,0.177,-0.247,triceps-extension,,,
-1.273,0.068,-0.126,triceps-extension,,,
-1.306,0.182,-0.13,triceps-extension,,,
-1.29,0.368,-0.18,triceps-extension,,,
-1.208,0.32,0.007,triceps-extension,,,
-1.173,0.243,-0.168,triceps-extension,,,
-1.223,0.179,-0.111,triceps-extension,,,
-1.267,0.021,-0.016,triceps-extension,,,
-1.283,-0.081,-0.434,triceps-extension,,,
-1.192,0.22,-0.508,triceps-extension,,,
-1.158,0.373,-0.438,triceps-extension,,,
-1.14,0.344,-0.336,triceps-extension,,,
-1.185,0.299,-0.159,triceps-extension,,,
-1.358,0.181,-0.228,triceps-extension,,,
-1.471,0.168,-0.089,triceps-extension,,,
-1.616,0.252,-0.127,triceps-extension,,,
-1.618,0.293,-0.117,triceps-extension,,,
-1.619,0.333,-0.15,triceps-extension,,,
-1.589,0.406,-0.178,triceps-extension,,,
-1.556,0.46,-0.101,triceps-extension,,,
-1.533,0.546,0.067,triceps-extension,,,
-1.498,0.63,0.092,triceps-extension,,,
-1.444,0.711,0.015,triceps-extension,,,
-1.375,0.785,-0.014,triceps-extension,,,
-1.344,0.831,-0.04,triceps-extension,,,
-1.281,0.819,-0.064,triceps-extension,,,
-1.188,0.847,0.02,triceps-extension,,,
-1.118,0.838,-0.034,triceps-extension,,,
-1.048,0.835,-0.096,triceps-extension,,,
-0.962,0.84,-0.048,triceps-extension,,,
-0.852,0.808,-0.105,triceps-extension,,,
-0.694,0.768,-0.168,triceps-extension,,,
-0.553,0.772,0.029,triceps-extension,,,
-0.423,0.622,-0.129,triceps-extension,,,
-0.299,0.514,-0.183,triceps-extension,,,
-0.143,0.407,-0.023,triceps-extension,,,
-0.006,0.284,-0.232,triceps-extension,,,
0.152,0.281,-0.261,triceps-extension,,,
0.284,0.287,-0.261,triceps-extension,,,
0.431,0.194,-0.372,triceps-extension,,,
0.562,0.254,-0.49,triceps-extension,,,
0.659,0.299,-0.618,triceps-extension,,,
0.737,0.276,-0.633,triceps-extension,,,
0.745,0.307,-0.617,triceps-extension,,,
0.813,0.32,-0.301,triceps-extension,,,
0.819,0.268,-0.501,triceps-extension,,,
0.866,0.189,-0.411,triceps-extension,,,
0.857,0.14,-0.168,triceps-extension,,,
0.934,0.182,-0.173,triceps-extension,,,
0.948,0.156,-0.22,triceps-extension,,,
0.956,0.085,-0.127,triceps-extension,,,
0.923,0.054,-0.035,triceps-extension,,,
0.886,0.006,-0.042,triceps-extension,,,
0.873,-0.022,0.027,triceps-extension,,,
0.834,-0.047,-0.028,triceps-extension,,,
0.84,-0.112,-0.096,triceps-extension,,,
0.84,-0.112,-0.096,triceps-extension,,,
0.817,-0.135,-0.088,triceps-extension,,,
0.862,-0.136,-0.08,triceps-extension,,,
0.857,-0.173,-0.05,triceps-extension,,,
0.761,-0.183,-0.216,triceps-extension,,,
0.709,-0.141,-0.104,triceps-extension,,,
0.739,-0.115,0.1,triceps-extension,,,
0.717,-0.085,-0.07,triceps-extension,,,
0.692,-0.047,0.009,triceps-extension,,,
0.681,-0.06,-0.046,triceps-extension,,,
0.68,-0.064,0.133,triceps-extension,,,
0.692,-0.107,0.091,triceps-extension,,,
0.69,-0.15,0.052,triceps-extension,,,
0.635,-0.184,0.013,triceps-extension,,,
0.616,-0.209,0.063,triceps-extension,,,
0.627,-0.233,0.127,triceps-extension,,,
0.654,-0.24,0.095,triceps-extension,,,
0.696,-0.245,0.061,triceps-extension,,,
0.737,-0.238,0.102,triceps-extension,,,
0.752,-0.252,0.074,triceps-extension,,,
0.795,-0.221,0.093,triceps-extension,,,
0.852,-0.201,0.109,triceps-extension,,,
0.93,-0.23,0.123,triceps-extension,,,
0.976,-0.244,0.118,triceps-extension,,,
0.984,-0.252,0.096,triceps-extension,,,
1.004,-0.252,0.108,triceps-extension,,,
0.985,-0.248,0.116,triceps-extension,,,
0.926,-0.285,0.145,triceps-extension,,,
0.885,-0.32,0.202,triceps-extension,,,
0.862,-0.31,0.227,triceps-extension,,,
0.835,-0.315,0.232,triceps-extension,,,
0.81,-0.353,0.253,triceps-extension,,,
0.783,-0.385,0.256,triceps-extension,,,
0.747,-0.427,0.184,triceps-extension,,,
0.723,-0.469,0.157,triceps-extension,,,
0.694,-0.527,0.17,triceps-extension,,,
0.674,-0.578,0.165,triceps-extension,,,
0.638,-0.626,0.123,triceps-extension,,,
0.634,-0.648,0.1,triceps-extension,,,
0.633,-0.7,0.122,triceps-extension,,,
0.6,-0.722,0.067,triceps-extension,,,
0.562,-0.764,0.055,triceps-extension,,,
0.529,-0.784,0.097,triceps-extension,,,
0.485,-0.789,0.129,triceps-extension,,,
0.421,-0.818,0.044,triceps-extension,,,
0.398,-0.835,0.072,triceps-extension,,,
0.38,-0.866,0.072,triceps-extension,,,
0.343,-0.888,0.073,triceps-extension,,,
0.337,-0.89,0.083,triceps-extension,,,
0.359,-0.929,0.134,triceps-extension,,,
0.32,-0.976,0.081,triceps-extension,,,
0.336,-0.96,0.143,triceps-extension,,,
0.336,-0.968,0.082,triceps-extension,,,
0.321,-0.96,0.171,triceps-extension,,,
0.305,-0.967,0.198,triceps-extension,,,
0.275,-0.953,0.171,triceps-extension,,,
0.236,-0.959,0.175,triceps-extension,,,
0.218,-0.96,0.183,triceps-extension,,,
0.202,-0.96,0.211,triceps-extension,,,
0.187,-0.953,0.203,triceps-extension,,,
0.197,-0.939,0.22,triceps-extension,,,
0.2,-0.942,0.243,triceps-extension,,,
0.188,-0.963,0.267,triceps-extension,,,
0.154,-0.98,0.206,triceps-extension,,,
0.126,-1.013,0.16,triceps-extension,,,
0.109,-1.024,0.163,triceps-extension,,,
0.076,-1.035,0.201,triceps-extension,,,
0.064,-1.067,0.227,triceps-extension,,,
0.075,-1.059,0.285,triceps-extension,,,
0.07,-1.063,0.287,triceps-extension,,,
0.054,-1.087,0.277,triceps-extension,,,
0.053,-1.096,0.261,triceps-extension,,,
0.047,-1.082,0.267,triceps-extension,,,
0.04,-1.076,0.258,triceps-extension,,,
0.044,-1.063,0.27,triceps-extension,,,
0.036,-1.052,0.292,triceps-extension,,,
0.032,-1.052,0.312,triceps-extension,,,
0.052,-1.056,0.305,triceps-extension,,,
0.06,-1.057,0.25,triceps-extension,,,
0.06,-1.048,0.238,triceps-extension,,,
0.061,-1.038,0.273,triceps-extension,,,
0.053,-1.021,0.277,triceps-extension,,,
0.057,-1.01,0.276,triceps-extension,,,
0.075,-0.991,0.326,triceps-extension,,,
0.077,-0.979,0.325,triceps-extension,,,
0.08,-0.984,0.32,triceps-extension,,,
0.101,-0.982,0.347,triceps-extension,,,
0.119,-0.965,0.345,triceps-extension,,,
0.136,-0.934,0.345,triceps-extension,,,
0.136,-0.936,0.264,triceps-extension,,,
0.136,-0.956,0.23,triceps-extension,,,
0.144,-0.939,0.28,triceps-extension,,,
0.176,-0.919,0.271,triceps-extension,,,
0.175,-0.915,0.221,triceps-extension,,,
0.176,-0.924,0.18,triceps-extension,,,
0.225,-0.902,0.247,triceps-extension,,,
0.233,-0.889,0.24,triceps-extension,,,
0.239,-0.898,0.236,triceps-extension,,,
0.234,-0.919,0.194,triceps-extension,,,
0.265,-0.904,0.215,triceps-extension,,,
0.289,-0.904,0.2,triceps-extension,,,
0.328,-0.896,0.208,triceps-extension,,,
0.344,-0.896,0.136,triceps-extension,,,
0.352,-0.873,0.167,triceps-extension,,,
0.36,-0.864,0.168,triceps-extension,,,
0.367,-0.901,0.101,triceps-extension,,,
0.397,-0.911,0.132,triceps-extension,,,
0.4,-0.926,0.129,triceps-extension,,,
0.393,-0.928,0.142,triceps-extension,,,
0.453,-0.935,0.253,triceps-extension,,,
0.437,-0.943,0.185,triceps-extension,,,
0.386,-0.944,0.064,triceps-extension,,,
0.382,-0.95,0.072,triceps-extension,,,
0.39,-1.02,0.204,triceps-extension,,,
