core,twist,right;med,24,7,120,1072,296
core,twist,right;med,24,7,104,1064,296
core,twist,right;med,24,7,112,1011,349
core,twist,right;med,24,7,187,948,300
core,twist,right;med,24,7,214,973,311
core,twist,right;med,24,7,173,1012,276
core,twist,right;med,24,7,154,1030,293
core,twist,right;med,24,7,159,1032,310
core,twist,right;med,24,7,193,1005,332
core,twist,right;med,24,7,233,1065,297
core,twist,right;med,24,7,240,991,167
core,twist,right;med,24,7,190,931,86
core,twist,right;med,24,7,128,944,187
core,twist,right;med,24,7,77,787,77
core,twist,right;med,24,7,121,808,167
core,twist,right;med,24,7,216,912,374
core,twist,right;med,24,7,264,1171,451
core,twist,right;med,24,7,277,1149,356
core,twist,right;med,24,7,224,988,289
core,twist,right;med,24,7,138,906,285
core,twist,right;med,24,7,75,902,221
core,twist,right;med,24,7,47,986,306
core,twist,right;med,24,7,85,1044,355
core,twist,right;med,24,7,137,953,346
core,twist,right;med,24,7,198,914,376
core,twist,right;med,24,7,248,940,248
core,twist,right;med,24,7,244,951,-3
core,twist,right;med,24,7,228,1020,34
core,twist,right;med,24,7,203,1086,280
core,twist,right;med,24,7,163,1074,399
core,twist,right;med,24,7,157,1000,419
core,twist,right;med,24,7,179,952,349
core,twist,right;med,24,7,187,958,315
core,twist,right;med,24,7,189,990,259
core,twist,right;med,24,7,163,1029,258
core,twist,right;med,24,7,103,1005,275
core,twist,right;med,24,7,91,967,203
core,twist,right;med,24,7,160,959,59
core,twist,right;med,24,7,162,888,123
core,twist,right;med,24,7,182,886,252
core,twist,right;med,24,7,230,857,312
core,twist,right;med,24,7,230,796,276
core,twist,right;med,24,7,259,943,283
core,twist,right;med,24,7,276,1072,434
core,twist,right;med,24,7,293,1158,514
core,twist,right;med,24,7,270,1071,337
core,twist,right;med,24,7,252,933,149
core,twist,right;med,24,7,219,985,212
core,twist,right;med,24,7,253,1000,377
core,twist,right;med,24,7,203,993,388
core,twist,right;med,24,7,304,1023,239
core,twist,right;med,24,7,264,889,169
core,twist,right;med,24,7,194,911,222
core,twist,right;med,24,7,177,980,346
core,twist,right;med,24,7,191,991,307
core,twist,right;med,24,7,207,934,289
core,twist,right;med,24,7,222,871,381
core,twist,right;med,24,7,294,850,329
core,twist,right;med,24,7,304,896,375
core,twist,right;med,24,7,311,904,291
core,twist,right;med,24,7,240,950,305
core,twist,right;med,24,7,186,1049,363
core,twist,right;med,24,7,188,1103,395
core,twist,right;med,24,7,198,1106,412
core,twist,right;med,24,7,229,1080,210
core,twist,right;med,24,7,211,1043,176
core,twist,right;med,24,7,217,1043,181
core,twist,right;med,24,7,262,1097,149
core,twist,right;med,24,7,306,1073,178
core,twist,right;med,24,7,335,961,67
core,twist,right;med,24,7,300,808,-225
core,twist,right;med,24,7,224,739,-312
core,twist,right;med,24,7,141,870,-109
core,twist,right;med,24,7,32,1031,123
core,twist,right;med,24,7,-93,1058,307
core,twist,right;med,24,7,-202,1086,479
