core,pulldown-crunch,,30,30,-696,-424,-576
core,pulldown-crunch,,30,30,-696,-478,-522
core,pulldown-crunch,,30,30,-681,-548,-467
core,pulldown-crunch,,30,30,-680,-455,-427
core,pulldown-crunch,,30,30,-680,-470,-512
core,pulldown-crunch,,30,30,-716,-515,-449
core,pulldown-crunch,,30,30,-734,-408,-489
core,pulldown-crunch,,30,30,-756,-419,-557
core,pulldown-crunch,,30,30,-793,-424,-621
core,pulldown-crunch,,30,30,-807,-437,-612
core,pulldown-crunch,,30,30,-789,-453,-741
core,pulldown-crunch,,30,30,-759,-419,-739
core,pulldown-crunch,,30,30,-782,-426,-529
core,pulldown-crunch,,30,30,-798,-326,-576
core,pulldown-crunch,,30,30,-771,-214,-576
core,pulldown-crunch,,30,30,-749,-273,-677
core,pulldown-crunch,,30,30,-760,-252,-652
core,pulldown-crunch,,30,30,-800,-150,-458
core,pulldown-crunch,,30,30,-770,-46,-463
core,pulldown-crunch,,30,30,-759,27,-527
core,pulldown-crunch,,30,30,-768,62,-469
core,pulldown-crunch,,30,30,-787,151,-355
core,pulldown-crunch,,30,30,-809,154,-416
core,pulldown-crunch,,30,30,-790,4,-633
core,pulldown-crunch,,30,30,-793,-142,-761
core,pulldown-crunch,,30,30,-800,-124,-716
core,pulldown-crunch,,30,30,-749,-160,-664
core,pulldown-crunch,,30,30,-734,-276,-701
core,pulldown-crunch,,30,30,-739,-252,-672
core,pulldown-crunch,,30,30,-709,-203,-514
core,pulldown-crunch,,30,30,-694,-165,-431
core,pulldown-crunch,,30,30,-695,-78,-455
core,pulldown-crunch,,30,30,-752,80,-478
core,pulldown-crunch,,30,30,-824,236,-599
core,pulldown-crunch,,30,30,-864,240,-745
core,pulldown-crunch,,30,30,-890,99,-788
core,pulldown-crunch,,30,30,-905,183,-643
core,pulldown-crunch,,30,30,-880,276,-473
core,pulldown-crunch,,30,30,-848,386,-310
core,pulldown-crunch,,30,30,-819,414,-311
core,pulldown-crunch,,30,30,-793,400,-416
core,pulldown-crunch,,30,30,-771,384,-385
core,pulldown-crunch,,30,30,-780,488,-167
core,pulldown-crunch,,30,30,-748,588,119
core,pulldown-crunch,,30,30,-693,137,-633
core,pulldown-crunch,,30,30,-793,-565,-931
core,pulldown-crunch,,30,30,-872,-476,-628
core,pulldown-crunch,,30,30,-944,209,-694
core,pulldown-crunch,,30,30,-841,-2,-970
core,pulldown-crunch,,30,30,-855,-206,-552
core,pulldown-crunch,,30,30,-831,-418,-543
core,pulldown-crunch,,30,30,-761,-654,-473
core,pulldown-crunch,,30,30,-729,-819,-433
core,pulldown-crunch,,30,30,-667,-900,-280
core,pulldown-crunch,,30,30,-671,467,-406
core,pulldown-crunch,,30,30,-606,225,-708
core,pulldown-crunch,,30,30,-700,85,-979
core,pulldown-crunch,,30,30,-775,-103,-827
core,pulldown-crunch,,30,30,-764,2,-650
core,pulldown-crunch,,30,30,-813,237,-564
core,pulldown-crunch,,30,30,-857,260,-519
core,pulldown-crunch,,30,30,-858,199,-518
core,pulldown-crunch,,30,30,-825,147,-489
core,pulldown-crunch,,30,30,-840,233,-426
core,pulldown-crunch,,30,30,-813,276,-467
core,pulldown-crunch,,30,30,-771,188,-562
core,pulldown-crunch,,30,30,-704,-48,-753
core,pulldown-crunch,,30,30,-648,-131,-829
core,pulldown-crunch,,30,30,-637,-23,-690
core,pulldown-crunch,,30,30,-640,180,-570
core,pulldown-crunch,,30,30,-640,140,-672
core,pulldown-crunch,,30,30,-707,-32,-699
core,pulldown-crunch,,30,30,-789,-54,-636
core,pulldown-crunch,,30,30,-838,-51,-723
core,pulldown-crunch,,30,30,-826,70,-881
core,pulldown-crunch,,30,30,-812,59,-981
core,pulldown-crunch,,30,30,-812,-100,-812
core,pulldown-crunch,,30,30,-762,-209,-539
core,pulldown-crunch,,30,30,-705,-317,-453
core,pulldown-crunch,,30,30,-684,-341,-401
core,pulldown-crunch,,30,30,-677,-321,-430
core,pulldown-crunch,,30,30,-653,-228,-555
core,pulldown-crunch,,30,30,-670,171,-517
core,pulldown-crunch,,30,30,-764,413,-454
core,pulldown-crunch,,30,30,-814,59,-605
core,pulldown-crunch,,30,30,-843,90,-674
core,pulldown-crunch,,30,30,-826,129,-500
core,pulldown-crunch,,30,30,-769,98,-409
core,pulldown-crunch,,30,30,-752,87,-496
core,pulldown-crunch,,30,30,-748,38,-672
core,pulldown-crunch,,30,30,-732,45,-661
core,pulldown-crunch,,30,30,-713,106,-596
core,pulldown-crunch,,30,30,-694,195,-504
core,pulldown-crunch,,30,30,-728,269,-604
core,pulldown-crunch,,30,30,-776,217,-732
core,pulldown-crunch,,30,30,-824,231,-659
core,pulldown-crunch,,30,30,-821,282,-608
core,pulldown-crunch,,30,30,-798,307,-483
core,pulldown-crunch,,30,30,-778,414,-607
core,pulldown-crunch,,30,30,-800,385,-817
core,pulldown-crunch,,30,30,-800,242,-828
core,pulldown-crunch,,30,30,-792,304,-696
core,pulldown-crunch,,30,30,-808,344,-616
core,pulldown-crunch,,30,30,-792,305,-740
core,pulldown-crunch,,30,30,-807,258,-645
core,pulldown-crunch,,30,30,-793,204,-543
core,pulldown-crunch,,30,30,-770,193,-521
core,pulldown-crunch,,30,30,-754,192,-599
core,pulldown-crunch,,30,30,-738,227,-643
core,pulldown-crunch,,30,30,-736,218,-573
core,pulldown-crunch,,30,30,-723,196,-613
core,pulldown-crunch,,30,30,-740,185,-585
core,pulldown-crunch,,30,30,-763,209,-544
core,pulldown-crunch,,30,30,-787,216,-517
core,pulldown-crunch,,30,30,-804,258,-639
core,pulldown-crunch,,30,30,-820,319,-668
core,pulldown-crunch,,30,30,-807,325,-618
core,pulldown-crunch,,30,30,-783,314,-600
core,pulldown-crunch,,30,30,-776,285,-595
core,pulldown-crunch,,30,30,-792,251,-571
core,pulldown-crunch,,30,30,-825,240,-560
core,pulldown-crunch,,30,30,-860,230,-555
core,pulldown-crunch,,30,30,-882,238,-585
core,pulldown-crunch,,30,30,-893,257,-589
core,pulldown-crunch,,30,30,-883,224,-531
core,pulldown-crunch,,30,30,-859,175,-531
core,pulldown-crunch,,30,30,-848,160,-572
core,pulldown-crunch,,30,30,-828,136,-556
core,pulldown-crunch,,30,30,-781,100,-540
core,pulldown-crunch,,30,30,-737,73,-556
core,pulldown-crunch,,30,30,-716,42,-560
core,pulldown-crunch,,30,30,-705,17,-550
core,pulldown-crunch,,30,30,-696,5,-533
core,pulldown-crunch,,30,30,-705,0,-549
core,pulldown-crunch,,30,30,-732,9,-581
core,pulldown-crunch,,30,30,-757,24,-565
core,pulldown-crunch,,30,30,-778,32,-541
core,pulldown-crunch,,30,30,-807,70,-555
core,pulldown-crunch,,30,30,-826,129,-591
core,pulldown-crunch,,30,30,-843,158,-572
core,pulldown-crunch,,30,30,-870,184,-574
core,pulldown-crunch,,30,30,-855,210,-546
core,pulldown-crunch,,30,30,-814,229,-555
core,pulldown-crunch,,30,30,-772,277,-580
core,pulldown-crunch,,30,30,-745,259,-623
core,pulldown-crunch,,30,30,-710,233,-578
core,pulldown-crunch,,30,30,-697,241,-606
core,pulldown-crunch,,30,30,-706,251,-691
core,pulldown-crunch,,30,30,-723,265,-583
core,pulldown-crunch,,30,30,-754,194,-581
core,pulldown-crunch,,30,30,-776,217,-648
core,pulldown-crunch,,30,30,-784,239,-654
core,pulldown-crunch,,30,30,-792,216,-584
core,pulldown-crunch,,30,30,-800,192,-552
core,pulldown-crunch,,30,30,-784,169,-544
core,pulldown-crunch,,30,30,-761,183,-506
core,pulldown-crunch,,30,30,-767,214,-497
core,pulldown-crunch,,30,30,-826,231,-511
core,pulldown-crunch,,30,30,-846,246,-419
core,pulldown-crunch,,30,30,-827,255,-422
core,pulldown-crunch,,30,30,-831,229,-479
core,pulldown-crunch,,30,30,-845,211,-528
core,pulldown-crunch,,30,30,-848,221,-569
core,pulldown-crunch,,30,30,-816,230,-551
core,pulldown-crunch,,30,30,-808,251,-587
core,pulldown-crunch,,30,30,-820,250,-612
core,pulldown-crunch,,30,30,-859,236,-628
core,pulldown-crunch,,30,30,-843,243,-563
core,pulldown-crunch,,30,30,-799,215,-480
core,pulldown-crunch,,30,30,-795,195,-494
core,pulldown-crunch,,30,30,-800,176,-559
core,pulldown-crunch,,30,30,-780,137,-492
core,pulldown-crunch,,30,30,-753,105,-455
core,pulldown-crunch,,30,30,-758,110,-526
core,pulldown-crunch,,30,30,-749,115,-554
core,pulldown-crunch,,30,30,-745,139,-553
core,pulldown-crunch,,30,30,-743,182,-547
core,pulldown-crunch,,30,30,-732,200,-573
core,pulldown-crunch,,30,30,-692,204,-544
core,pulldown-crunch,,30,30,-629,204,-476
core,pulldown-crunch,,30,30,-589,193,-435
core,pulldown-crunch,,30,30,-544,131,-230
core,pulldown-crunch,,30,30,-561,111,-220
core,pulldown-crunch,,30,30,-582,134,-295
core,pulldown-crunch,,30,30,-533,35,-69
core,pulldown-crunch,,30,30,-604,-47,-113
core,pulldown-crunch,,30,30,-632,-99,-68
core,pulldown-crunch,,30,30,-656,-110,-132
core,pulldown-crunch,,30,30,-701,-100,-107
core,pulldown-crunch,,30,30,-775,-112,-235
core,pulldown-crunch,,30,30,-781,-89,-236
core,pulldown-crunch,,30,30,-787,-126,-197
core,pulldown-crunch,,30,30,-937,-123,-305
core,pulldown-crunch,,30,30,-1092,-221,-265
core,pulldown-crunch,,30,30,-1137,-213,-238
core,pulldown-crunch,,30,30,-1161,-108,-388
core,pulldown-crunch,,30,30,-1244,-163,-487
core,pulldown-crunch,,30,30,-1208,-127,-486
core,pulldown-crunch,,30,30,-1096,-56,-537
core,pulldown-crunch,,30,30,-1097,7,-617
core,pulldown-crunch,,30,30,-1100,7,-709
core,pulldown-crunch,,30,30,-1035,98,-659
