core,side-dips,left;centre,32.5,9,1136,0,48
core,side-dips,left;centre,32.5,9,973,-54,-45
core,side-dips,left;centre,32.5,9,1151,20,256
core,side-dips,left;centre,32.5,9,1153,-13,339
core,side-dips,left;centre,32.5,9,1203,-133,81
core,side-dips,left;centre,32.5,9,1244,-144,-151
core,side-dips,left;centre,32.5,9,1234,-53,-267
core,side-dips,left;centre,32.5,9,1280,-6,-116
core,side-dips,left;centre,32.5,9,1281,113,-81
core,side-dips,left;centre,32.5,9,1247,234,-60
core,side-dips,left;centre,32.5,9,1272,173,90
core,side-dips,left;centre,32.5,9,1255,109,47
core,side-dips,left;centre,32.5,9,1194,150,90
core,side-dips,left;centre,32.5,9,1205,44,77
core,side-dips,left;centre,32.5,9,1239,-92,87
core,side-dips,left;centre,32.5,9,1153,-44,68
core,side-dips,left;centre,32.5,9,1139,14,-52
core,side-dips,left;centre,32.5,9,1168,-55,-15
core,side-dips,left;centre,32.5,9,1151,-35,47
core,side-dips,left;centre,32.5,9,1072,74,26
core,side-dips,left;centre,32.5,9,1022,63,-64
core,side-dips,left;centre,32.5,9,1067,-92,-80
core,side-dips,left;centre,32.5,9,1024,-82,-16
core,side-dips,left;centre,32.5,9,921,65,-49
core,side-dips,left;centre,32.5,9,900,45,-146
core,side-dips,left;centre,32.5,9,972,-76,-180
core,side-dips,left;centre,32.5,9,982,-89,-157
core,side-dips,left;centre,32.5,9,921,-4,-55
core,side-dips,left;centre,32.5,9,926,52,22
core,side-dips,left;centre,32.5,9,931,21,-13
core,side-dips,left;centre,32.5,9,938,-71,-103
core,side-dips,left;centre,32.5,9,982,-91,-220
core,side-dips,left;centre,32.5,9,992,20,-246
core,side-dips,left;centre,32.5,9,951,103,-358
core,side-dips,left;centre,32.5,9,898,255,-521
core,side-dips,left;centre,32.5,9,937,310,-449
core,side-dips,left;centre,32.5,9,886,254,-450
core,side-dips,left;centre,32.5,9,838,145,-420
core,side-dips,left;centre,32.5,9,828,66,-204
core,side-dips,left;centre,32.5,9,805,-8,-215
core,side-dips,left;centre,32.5,9,766,-122,-334
core,side-dips,left;centre,32.5,9,759,-143,-525
core,side-dips,left;centre,32.5,9,745,-185,-696
core,side-dips,left;centre,32.5,9,723,-84,-562
core,side-dips,left;centre,32.5,9,773,-152,-499
core,side-dips,left;centre,32.5,9,693,-136,-633
core,side-dips,left;centre,32.5,9,683,1,-635
core,side-dips,left;centre,32.5,9,790,7,-582
core,side-dips,left;centre,32.5,9,759,-121,-560
core,side-dips,left;centre,32.5,9,744,-134,-559
core,side-dips,left;centre,32.5,9,744,-80,-774
core,side-dips,left;centre,32.5,9,784,-128,-610
core,side-dips,left;centre,32.5,9,768,-206,-624
core,side-dips,left;centre,32.5,9,722,-71,-540
core,side-dips,left;centre,32.5,9,787,-139,-461
core,side-dips,left;centre,32.5,9,792,-173,-485
core,side-dips,left;centre,32.5,9,749,-133,-531
core,side-dips,left;centre,32.5,9,758,-65,-438
