chest,angle-chest-press,mid,50,7,488,576,-648
chest,angle-chest-press,mid,50,7,488,584,-702
chest,angle-chest-press,mid,50,7,480,599,-674
chest,angle-chest-press,mid,50,7,480,570,-702
chest,angle-chest-press,mid,50,7,473,604,-653
chest,angle-chest-press,mid,50,7,479,608,-641
chest,angle-chest-press,mid,50,7,501,601,-682
chest,angle-chest-press,mid,50,7,511,614,-661
chest,angle-chest-press,mid,50,7,512,589,-649
chest,angle-chest-press,mid,50,7,519,591,-655
chest,angle-chest-press,mid,50,7,501,586,-650
chest,angle-chest-press,mid,50,7,496,596,-623
chest,angle-chest-press,mid,50,7,508,588,-652
chest,angle-chest-press,mid,50,7,506,596,-646
chest,angle-chest-press,mid,50,7,487,623,-611
chest,angle-chest-press,mid,50,7,497,649,-611
chest,angle-chest-press,mid,50,7,504,645,-611
chest,angle-chest-press,mid,50,7,483,614,-629
chest,angle-chest-press,mid,50,7,457,631,-620
chest,angle-chest-press,mid,50,7,473,673,-598
chest,angle-chest-press,mid,50,7,493,669,-587
chest,angle-chest-press,mid,50,7,496,665,-589
chest,angle-chest-press,mid,50,7,483,659,-561
chest,angle-chest-press,mid,50,7,468,648,-536
chest,angle-chest-press,mid,50,7,493,677,-532
chest,angle-chest-press,mid,50,7,508,704,-540
chest,angle-chest-press,mid,50,7,473,712,-552
chest,angle-chest-press,mid,50,7,452,716,-526
chest,angle-chest-press,mid,50,7,460,737,-524
chest,angle-chest-press,mid,50,7,447,690,-557
chest,angle-chest-press,mid,50,7,437,645,-529
chest,angle-chest-press,mid,50,7,453,736,-487
chest,angle-chest-press,mid,50,7,448,753,-460
chest,angle-chest-press,mid,50,7,451,798,-429
chest,angle-chest-press,mid,50,7,451,816,-426
chest,angle-chest-press,mid,50,7,438,805,-462
chest,angle-chest-press,mid,50,7,437,823,-438
chest,angle-chest-press,mid,50,7,448,842,-398
chest,angle-chest-press,mid,50,7,442,848,-424
chest,angle-chest-press,mid,50,7,420,848,-444
chest,angle-chest-press,mid,50,7,406,850,-440
chest,angle-chest-press,mid,50,7,401,855,-465
chest,angle-chest-press,mid,50,7,407,844,-437
chest,angle-chest-press,mid,50,7,399,822,-466
