chest,cable-cross-overs,low,15,10,704,40,-752
chest,cable-cross-overs,low,15,10,712,40,-744
chest,cable-cross-overs,low,15,10,704,32,-736
chest,cable-cross-overs,low,15,10,719,25,-743
chest,cable-cross-overs,low,15,10,720,2,-737
chest,cable-cross-overs,low,15,10,720,-7,-772
chest,cable-cross-overs,low,15,10,727,-1,-755
chest,cable-cross-overs,low,15,10,742,-7,-752
chest,cable-cross-overs,low,15,10,744,12,-739
chest,cable-cross-overs,low,15,10,757,23,-782
chest,cable-cross-overs,low,15,10,754,11,-760
chest,cable-cross-overs,low,15,10,758,14,-727
chest,cable-cross-overs,low,15,10,772,46,-768
chest,cable-cross-overs,low,15,10,788,85,-778
chest,cable-cross-overs,low,15,10,781,107,-776
chest,cable-cross-overs,low,15,10,754,106,-776
chest,cable-cross-overs,low,15,10,733,77,-744
chest,cable-cross-overs,low,15,10,717,48,-696
chest,cable-cross-overs,low,15,10,727,30,-741
chest,cable-cross-overs,low,15,10,736,39,-761
chest,cable-cross-overs,low,15,10,717,34,-723
chest,cable-cross-overs,low,15,10,704,33,-667
chest,cable-cross-overs,low,15,10,726,62,-680
chest,cable-cross-overs,low,15,10,770,80,-777
chest,cable-cross-overs,low,15,10,813,122,-803
chest,cable-cross-overs,low,15,10,828,160,-776
chest,cable-cross-overs,low,15,10,809,164,-788
chest,cable-cross-overs,low,15,10,781,142,-800
chest,cable-cross-overs,low,15,10,743,73,-779
chest,cable-cross-overs,low,15,10,692,-13,-701
chest,cable-cross-overs,low,15,10,664,-58,-638
chest,cable-cross-overs,low,15,10,649,-54,-679
chest,cable-cross-overs,low,15,10,621,-20,-722
chest,cable-cross-overs,low,15,10,632,81,-731
chest,cable-cross-overs,low,15,10,672,123,-778
chest,cable-cross-overs,low,15,10,695,127,-800
chest,cable-cross-overs,low,15,10,717,174,-791
chest,cable-cross-overs,low,15,10,732,238,-798
chest,cable-cross-overs,low,15,10,742,318,-868
chest,cable-cross-overs,low,15,10,725,287,-823
chest,cable-cross-overs,low,15,10,685,185,-776
